prev_0,prev_1,prev_2,prev_3,prev_4,prev_5,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,vel_1,vel_2,vel_3,vel_4,vel_5 
0.04211616516113281,-0.7909326553344727,1.8799445629119873,0.0059130191802978516,-0.8946496248245239,-0.0012469291687011719,0.04224130420451448,-0.7909326553344727,1.8799445629119873,0.0059130191802978516,-0.8946496248245239,-0.0012469291687011719,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04214596748352051,-0.784744918346405,1.8840113878250122,0.00593113899230957,-0.8944851160049438,-0.0012745857238769531,0.04227110652690218,-0.784744918346405,1.8840113878250122,0.00593113899230957,-0.8944851160049438,-0.0012745857238769531,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04222679138183594,-0.7804973125457764,1.8859047889709473,0.00593113899230957,-0.8947864770889282,-0.0012652873992919922,0.04235193042521761,-0.7804973125457764,1.8859047889709473,0.00593113899230957,-0.8947864770889282,-0.0012652873992919922,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04226374626159668,-0.7743833065032959,1.8893243074417114,0.005922079086303711,-0.8947042226791382,-0.0012652873992919922,0.04238888530497835,-0.7743833065032959,1.8893243074417114,0.005922079086303711,-0.8947042226791382,-0.0012652873992919922,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04227852821350098,-0.7737565040588379,1.8887090682983398,0.00593113899230957,-0.8947590589523315,-0.0012745857238769531,0.042403667256882646,-0.7737565040588379,1.8887090682983398,0.00593113899230957,-0.8947590589523315,-0.0012745857238769531,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04230046272277832,-0.7682032585144043,1.892871618270874,0.005940437316894531,-0.8947499990463257,-0.0012652873992919922,0.04242560176615999,-0.7682032585144043,1.892871618270874,0.005940437316894531,-0.8947499990463257,-0.0012652873992919922,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04235959053039551,-0.7631881237030029,1.8970261812210083,0.005922079086303711,-0.8944851160049438,-0.0012836456298828125,0.04248472957377718,-0.7631881237030029,1.8970261812210083,0.005922079086303711,-0.8944851160049438,-0.0012836456298828125,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04235219955444336,-0.7587780952453613,1.8993910551071167,0.005922079086303711,-0.8946222066879272,-0.0012745857238769531,0.04247733859782503,-0.7587780952453613,1.8993910551071167,0.005922079086303711,-0.8946222066879272,-0.0012745857238769531,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04244065284729004,-0.7536229491233826,1.903178095817566,0.00593113899230957,-0.8947316408157349,-0.0012652873992919922,0.04256579189067171,-0.7536229491233826,1.903178095817566,0.00593113899230957,-0.8947316408157349,-0.0012652873992919922,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04247784614562988,-0.7470740675926208,1.9065016508102417,0.005949497222900391,-0.8943573236465454,-0.0012562274932861328,0.04260298518901155,-0.7470740675926208,1.9065016508102417,0.005949497222900391,-0.8943573236465454,-0.0012562274932861328,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04247021675109863,-0.7421107292175293,1.9090583324432373,0.005940437316894531,-0.8946312665939331,-0.0012652873992919922,0.0425953557944803,-0.7421107292175293,1.9090583324432373,0.005940437316894531,-0.8946312665939331,-0.0012652873992919922,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04249978065490723,-0.7359895706176758,1.912054419517517,0.005940437316894531,-0.8946222066879272,-0.0012652873992919922,0.042624919698288896,-0.7359895706176758,1.912054419517517,0.005940437316894531,-0.8946222066879272,-0.0012652873992919922,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04255867004394531,-0.7296693325042725,1.9151782989501953,0.005922079086303711,-0.894722580909729,-0.0012652873992919922,0.006183657008175206,-0.7296693325042725,1.9151782989501953,0.005922079086303711,-0.894722580909729,-0.0012652873992919922,-0.03637501303577011,0.0,0.0,0.0,0.0,0.0
0.016503095626831055,-0.7272133827209473,1.9156336784362793,0.0030641555786132812,-0.8947499990463257,-0.001329183578491211,-0.10416989773361678,-0.7272133827209473,1.9156336784362793,0.0030641555786132812,-0.8947499990463257,-0.001329183578491211,-0.12067299336044783,0.0,0.0,0.0,0.0,0.0
-0.10442328453063965,-0.7203326225280762,1.9165924787521362,0.005218982696533203,-0.8946861028671265,-0.0012469291687011719,-0.30442328453063966,-0.7203326225280762,1.9165924787521362,0.005218982696533203,-0.8946861028671265,-0.0012469291687011719,-0.2,0.0,0.0,0.0,0.0,0.0
-0.304659366607666,-0.71312016248703,1.9174472093582153,0.009720325469970703,-0.8946770429611206,-0.0012288093566894531,-0.104659366607666,-0.71312016248703,1.9174472093582153,0.009720325469970703,-0.8946770429611206,-0.0012288093566894531,0.2,0.0,0.0,0.0,0.0,0.0
-0.27544736862182617,-0.7129428386688232,1.918709635734558,0.013080596923828125,-0.8946496248245239,-0.0012104511260986328,-0.07544736862182616,-0.7129428386688232,1.918709635734558,0.013080596923828125,-0.8946496248245239,-0.0012104511260986328,0.2,0.0,0.0,0.0,0.0,0.0
-0.12046360969543457,-0.7075591087341309,1.9126375913619995,0.013482332229614258,-0.8948322534561157,-0.0012378692626953125,-0.11512434384448902,-0.7075591087341309,1.9126375913619995,0.013482332229614258,-0.8948322534561157,-0.0012378692626953125,0.005339265850945551,0.0,0.0,0.0,0.0,0.0
-0.11547064781188965,-0.7008258700370789,1.9152581691741943,0.01798391342163086,-0.8946861028671265,-0.0012469291687011719,0.03238808411247085,-0.7008258700370789,1.9152581691741943,0.01798391342163086,-0.8946861028671265,-0.0012469291687011719,0.1478587319243605,0.0,0.0,0.0,0.0,0.0
-0.08536648750305176,-0.7002434730529785,1.9165763854980469,0.02020263671875,-0.8947042226791382,-0.0012195110321044922,0.06249224442130874,-0.7002434730529785,1.9165763854980469,0.02020263671875,-0.8947042226791382,-0.0012195110321044922,0.1478587319243605,0.0,0.0,0.0,0.0,0.0
0.05101776123046875,-0.6955601572990417,1.9124938249588013,0.019755125045776367,-0.8947681188583374,-0.0012469291687011719,0.19887649315482925,-0.6955601572990417,1.9124938249588013,0.019755125045776367,-0.8947681188583374,-0.0012469291687011719,0.1478587319243605,0.0,0.0,0.0,0.0,0.0
0.05974221229553223,-0.6937315464019775,1.9176949262619019,0.019472122192382812,-0.8947135210037231,-0.0012469291687011719,0.19891073287395286,-0.6937315464019775,1.9176949262619019,0.019472122192382812,-0.8947135210037231,-0.0012469291687011719,0.13916852057842063,0.0,0.0,0.0,0.0,0.0
0.11444926261901855,-0.6911870837211609,1.9181023836135864,0.024530649185180664,-0.8946586847305298,-0.0011739730834960938,0.2536177831974392,-0.6911870837211609,1.9181023836135864,0.024530649185180664,-0.8946586847305298,-0.0011739730834960938,0.13916852057842063,0.0,0.0,0.0,0.0,0.0
0.24653387069702148,-0.6876397132873535,1.914547085762024,0.02240300178527832,-0.8947771787643433,-0.0012652873992919922,0.39352358148678784,-0.6876397132873535,1.914547085762024,0.02240300178527832,-0.8947771787643433,-0.0012652873992919922,0.14698971078976636,0.0,0.0,0.0,0.0,0.0
0.25167417526245117,-0.6839447021484375,1.9177268743515015,0.02080535888671875,-0.8946861028671265,-0.0012469291687011719,0.39866388605221753,-0.6839447021484375,1.9177268743515015,0.02080535888671875,-0.8946861028671265,-0.0012469291687011719,0.14698971078976636,0.0,0.0,0.0,0.0,0.0
0.31416916847229004,-0.6816439628601074,1.9177509546279907,0.028548240661621094,-0.8946496248245239,-0.0011920928955078125,0.4611588792620564,-0.6816439628601074,1.9177509546279907,0.028548240661621094,-0.8946496248245239,-0.0011920928955078125,0.14698971078976636,0.0,0.0,0.0,0.0,0.0
0.45879125595092773,-0.6749179363250732,1.9191170930862427,0.024037599563598633,-0.8946951627731323,-0.0012378692626953125,0.6057809667406941,-0.6749179363250732,1.9191170930862427,0.024037599563598633,-0.8946951627731323,-0.0012378692626953125,0.14698971078976636,0.0,0.0,0.0,0.0,0.0
0.4924132823944092,-0.6729414463043213,1.9191570281982422,0.029123544692993164,-0.8946677446365356,-0.001146554946899414,0.6394029931841756,-0.6729414463043213,1.9191570281982422,0.029123544692993164,-0.8946677446365356,-0.001146554946899414,0.14698971078976636,0.0,0.0,0.0,0.0,0.0
0.6293137073516846,-0.6703677177429199,1.9190212488174438,0.02881312370300293,-0.8947681188583374,-0.0012745857238769531,0.776303418141451,-0.6703677177429199,1.9190212488174438,0.02881312370300293,-0.8947681188583374,-0.0012745857238769531,0.14698971078976636,0.0,0.0,0.0,0.0,0.0
0.7778739929199219,-0.6602785587310791,1.9140278100967407,0.024019241333007812,-0.8947042226791382,-0.0012652873992919922,0.9248637037096883,-0.6602785587310791,1.9140278100967407,0.024019241333007812,-0.8947042226791382,-0.0012652873992919922,0.14698971078976636,0.0,0.0,0.0,0.0,0.0
0.8039958477020264,-0.6605810523033142,1.9182782173156738,0.03252005577087402,-0.8946677446365356,-0.0011556148529052734,0.9509855584917928,-0.6605810523033142,1.9182782173156738,0.03252005577087402,-0.8946677446365356,-0.0011556148529052734,0.14698971078976636,0.0,0.0,0.0,0.0,0.0
0.9434921741485596,-0.6572551727294922,1.9170397520065308,0.03199958801269531,-0.8947499990463257,-0.0012195110321044922,1.087874821534544,-0.6572551727294922,1.9170397520065308,0.03199958801269531,-0.8947499990463257,-0.0012195110321044922,0.14438264738598433,0.0,0.0,0.0,0.0,0.0
