prev_0,prev_1,prev_2,prev_3,prev_4,prev_5,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,vel_1,vel_2,vel_3,vel_4,vel_5 
-1.6450881958007812e-05,-0.8944172263145447,1.8056104183197021,0.0018312931060791016,-0.899516224861145,-0.0012195110321044922,-0.20001645088195802,-0.8944172263145447,1.8056104183197021,0.0018312931060791016,-0.899516224861145,-0.0012195110321044922,-0.2,0.0,0.0,0.0,0.0,0.0
-0.20026755332946777,-0.8886871337890625,1.8080393075942993,0.0038857460021972656,-0.8995345830917358,-0.0012469291687011719,-0.075872392039145,-0.8886871337890625,1.8080393075942993,0.0038857460021972656,-0.8995345830917358,-0.0012469291687011719,0.12439516129032277,0.0,0.0,0.0,0.0,0.0
-0.17135047912597656,-0.8879938125610352,1.8091179132461548,0.007456064224243164,-0.8994616270065308,-0.0011556148529052734,-0.027836852874585982,-0.8879938125610352,1.8091179132461548,0.007456064224243164,-0.8994616270065308,-0.0011556148529052734,0.14351362625139058,0.0,0.0,0.0,0.0,0.0
-0.03822588920593262,-0.8835320472717285,1.8057302236557007,0.007930755615234375,-0.8995436429977417,-0.0013201236724853516,0.051408426700630366,-0.8835320472717285,1.8057302236557007,0.007930755615234375,-0.8995436429977417,-0.0013201236724853516,0.08963431590656298,0.0,0.0,0.0,0.0,0.0
0.03036046028137207,-0.8805451393127441,1.8065532445907593,0.0073282718658447266,-0.8995984792709351,-0.0012288093566894531,0.030485599324753743,-0.8805451393127441,1.8065532445907593,0.0073282718658447266,-0.8995984792709351,-0.0012288093566894531,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.055944204330444336,-0.8762823939323425,1.807312250137329,0.0014753341674804688,-0.8994158506393433,-0.00136566162109375,0.056069343373826006,-0.8762823939323425,1.807312250137329,0.0014753341674804688,-0.8994158506393433,-0.00136566162109375,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04010295867919922,-0.8715624809265137,1.8092377185821533,0.0065155029296875,-0.8995710611343384,-0.0012104511260986328,0.04022809772258089,-0.8715624809265137,1.8092377185821533,0.0065155029296875,-0.8995710611343384,-0.0012104511260986328,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04001426696777344,-0.8677644729614258,1.8117305040359497,0.004461050033569336,-0.8995710611343384,-0.0012652873992919922,0.04013940601115511,-0.8677644729614258,1.8117305040359497,0.004461050033569336,-0.8995710611343384,-0.0012652873992919922,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04238176345825195,-0.8626019954681396,1.815213918685913,0.005410671234130859,-0.8993700742721558,-0.0012927055358886719,0.04250690250163362,-0.8626019954681396,1.815213918685913,0.005410671234130859,-0.8993700742721558,-0.0012927055358886719,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04213833808898926,-0.8579189777374268,1.8191686868667603,0.005857944488525391,-0.8994251489639282,-0.0012836456298828125,0.04226347713237093,-0.8579189777374268,1.8191686868667603,0.005857944488525391,-0.8994251489639282,-0.0012836456298828125,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04161477088928223,-0.8532359600067139,1.8247053623199463,0.005876302719116211,-0.8994251489639282,-0.0012469291687011719,0.041739909932663896,-0.8532359600067139,1.8247053623199463,0.005876302719116211,-0.8994251489639282,-0.0012469291687011719,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.0417327880859375,-0.8483020663261414,1.830178141593933,0.005839824676513672,-0.8993152379989624,-0.0012652873992919922,0.04185792712931917,-0.8483020663261414,1.830178141593933,0.005839824676513672,-0.8993152379989624,-0.0012652873992919922,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04185795783996582,-0.8432576060295105,1.833909273147583,0.005857944488525391,-0.8993610143661499,-0.0012745857238769531,0.04198309688334749,-0.8432576060295105,1.833909273147583,0.005857944488525391,-0.8993610143661499,-0.0012745857238769531,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.041931867599487305,-0.8377854824066162,1.8386310338974,0.005876302719116211,-0.8992787599563599,-0.0012836456298828125,0.042057006642868974,-0.8377854824066162,1.8386310338974,0.005876302719116211,-0.8992787599563599,-0.0012836456298828125,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.041976213455200195,-0.8323574066162109,1.8433529138565063,0.005894660949707031,-0.899023175239563,-0.0012562274932861328,0.042101352498581865,-0.8323574066162109,1.8433529138565063,0.005894660949707031,-0.899023175239563,-0.0012562274932861328,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.0419611930847168,-0.8271729946136475,1.8476990461349487,0.0059130191802978516,-0.8993245363235474,-0.0012745857238769531,0.042086332128098466,-0.8271729946136475,1.8476990461349487,0.0059130191802978516,-0.8993245363235474,-0.0012745857238769531,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.041968584060668945,-0.8223423361778259,1.8529480695724487,0.005876302719116211,-0.8993517160415649,-0.0012836456298828125,0.042093723104050615,-0.8223423361778259,1.8529480695724487,0.005876302719116211,-0.8993517160415649,-0.0012836456298828125,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04207921028137207,-0.8176372051239014,1.858556866645813,0.005894660949707031,-0.8982745409011841,-0.0012562274932861328,0.04220434932475374,-0.8176372051239014,1.858556866645813,0.005894660949707031,-0.8982745409011841,-0.0012562274932861328,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04207181930541992,-0.8124969005584717,1.8632066249847412,0.005903720855712891,-0.8977905511856079,-0.0012745857238769531,0.04219695834880159,-0.8124969005584717,1.8632066249847412,0.005903720855712891,-0.8977905511856079,-0.0012745857238769531,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.042108774185180664,-0.8071868419647217,1.867616891860962,0.005922079086303711,-0.8969777822494507,-0.0012562274932861328,0.042233913228562334,-0.8071868419647217,1.867616891860962,0.005922079086303711,-0.8969777822494507,-0.0012562274932861328,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.04199814796447754,-0.8018181324005127,1.872154951095581,0.005922079086303711,-0.8953160047531128,-0.0012652873992919922,0.04212328700785921,-0.8018181324005127,1.872154951095581,0.005922079086303711,-0.8953160047531128,-0.0012652873992919922,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
0.041983604431152344,-0.7967219352722168,1.8763654232025146,0.005940437316894531,-0.8948138952255249,-0.0012378692626953125,0.04210874347453401,-0.7967219352722168,1.8763654232025146,0.005940437316894531,-0.8948138952255249,-0.0012378692626953125,0.00012513904338167235,0.0,0.0,0.0,0.0,0.0
